transaction_id,day_of_week,is_weekend,is_month_start,is_month_end,location_type,account_type,account_balance,monthly_income,age,num_prev_withdrawals,hour_of_day,nearby_shops,withdrawal_amount
TXN002027,2,0,1,1,1,0,54898.24,91116.4,58,8,7,7,2643.61
TXN002028,5,1,1,1,0,0,19340.9,62389.26,27,13,22,23,1246.62
TXN002029,3,0,1,0,0,2,54402.18,33239.09,68,1,18,18,3970.06
TXN002030,6,1,0,0,0,1,97323.64,17638.48,58,14,18,40,3768.99
TXN002031,4,0,0,0,0,1,71583.66,24888.81,45,9,21,26,2382.64
TXN002032,2,0,0,0,1,2,48357.76,136180.77,47,0,0,19,4532.34
TXN002033,4,0,1,0,2,1,91650.36,49252.5,41,8,2,23,3964.25
TXN002034,1,0,0,0,1,2,57743.78,20755.22,53,12,7,37,3933.84
TXN002035,0,0,1,1,0,1,13937.28,97294.16,33,12,12,4,1897.77
TXN002036,2,0,1,1,0,2,54977.21,20543,50,1,18,15,3734.6
TXN002037,6,1,0,0,1,1,18506.82,19807.41,27,8,0,38,3479.8
TXN002038,6,1,0,0,0,1,76866.73,97019.87,65,13,12,32,4467.38
TXN002039,1,0,1,0,1,0,96733.83,92795.33,38,12,9,9,3563.35
TXN002040,1,0,0,1,2,1,36401.45,15806.82,44,7,15,4,3844.18
TXN002041,2,0,1,1,0,1,43774.33,74466.9,38,6,8,18,3484.35
TXN002042,4,0,0,1,2,2,42438.9,71007.56,44,10,1,40,4426.58
TXN002043,5,1,0,1,2,1,28887.35,86536.48,49,0,22,20,5029.83
TXN002044,6,1,0,0,0,1,79520.91,113298.26,22,3,7,2,5480.85
TXN002045,6,1,0,1,0,1,61963.97,49592.01,52,14,2,27,3249.36
TXN002046,1,0,0,0,1,1,6873.13,70589.24,39,10,22,40,2366.89
TXN002047,3,0,1,1,1,1,83961.23,120983.98,53,10,19,18,4554.76
TXN002048,1,0,0,1,0,0,19115.28,139157.89,27,6,1,15,3545.64
TXN002049,5,1,0,1,1,1,97925.54,134785.22,51,5,3,1,6037.19
TXN002050,4,0,0,1,2,2,37977.98,76868.33,69,0,15,7,5830.63
TXN002051,4,0,1,0,2,2,61836.74,82921.21,23,6,7,45,5563.87
TXN002052,3,0,1,0,0,1,8243.45,84074.76,31,13,14,37,1858.72
TXN002053,6,1,1,0,1,1,34794,131620.18,54,14,15,11,3119.49
TXN002054,1,0,1,0,0,1,80334.22,127591.53,36,1,17,23,4426.41
TXN002055,4,0,1,0,2,0,47982.24,53614.55,49,11,21,0,2280.49
TXN002056,5,1,0,0,0,2,90508.05,32798.96,37,12,9,17,4143.22
TXN002057,2,0,0,0,0,0,57726.27,63056.44,38,13,18,22,2239.37
TXN002058,0,0,0,1,0,0,92892.93,50376.89,32,12,13,38,4093.78
TXN002059,0,0,1,0,0,1,98269.69,143109.3,34,7,18,26,4514.89
TXN002060,0,0,1,1,2,1,45662.51,47228.2,61,1,21,43,4586.01
TXN002061,6,1,0,0,0,2,56733.08,35368.94,62,3,13,43,4809.45
TXN002062,1,0,1,1,0,1,83574.6,135927.07,69,5,2,5,4219.32
TXN002063,3,0,1,0,1,2,22542.53,22107,41,7,13,27,3664.35
TXN002064,4,0,1,1,0,0,86232.14,46437.25,38,11,1,22,1722.42
TXN002065,2,0,0,0,1,2,59396.05,71475.57,65,10,1,33,3271.59
TXN002066,5,1,0,0,0,2,72687.26,93315.03,32,2,2,24,5847.17
TXN002067,2,0,1,0,1,2,8445.48,55874.21,28,11,1,10,2736.7
TXN002068,5,1,1,0,0,0,76735.67,79472.76,54,5,5,47,3051.27
TXN002069,6,1,1,1,1,0,31423.3,37836.37,47,13,3,0,2816.75
TXN002070,1,0,1,0,0,1,80620.61,90398.38,35,5,0,37,2287.54
TXN002071,0,0,0,0,0,1,51160.68,67094.35,45,0,2,9,3284.39
TXN002072,1,0,1,1,1,2,27824.13,128896.36,30,5,15,8,4967.96
TXN002073,6,1,0,0,0,2,95299.59,68202.78,60,0,14,25,5624.77
TXN002074,3,0,0,1,0,0,76623.71,72134.16,27,8,10,9,3245.2
TXN002075,3,0,0,1,0,0,98575.76,92904.5,64,3,18,17,3856.69
TXN002076,6,1,1,0,0,0,36764.75,27243.8,56,4,3,49,2131.07
TXN002077,5,1,0,0,2,2,65097.35,31951.32,29,0,21,8,6500.87
TXN002078,4,0,0,1,0,2,61353.07,120633.28,67,12,0,44,4352.64
TXN002079,4,0,1,0,2,0,68911.9,48278.63,55,0,1,25,3729.79
TXN002080,5,1,1,1,2,2,4312.5,105857.57,58,11,9,41,4920.99
TXN002081,3,0,1,0,0,0,29526.07,23639.78,65,8,2,8,409.02
TXN002082,3,0,0,0,1,1,90979.09,125058.53,57,5,20,35,4401.53
TXN002083,3,0,1,1,1,0,42670.1,148351.94,43,12,22,14,2775.54
TXN002084,1,0,0,0,0,2,96084.05,62316.73,61,9,16,23,4043.85
TXN002085,3,0,0,0,2,2,21743.57,80774.21,36,13,11,39,4323.07
TXN002086,2,0,1,0,1,2,99743.69,71979.68,40,12,1,1,3576.93
TXN002087,0,0,0,1,0,2,69909.3,135186.28,65,9,12,3,4575.3
TXN002088,3,0,0,0,0,0,77751.15,11390.77,53,5,3,37,2362.47
TXN002089,5,1,0,1,2,0,39987.69,101484.3,44,4,14,30,5213.19
TXN002090,0,0,0,0,1,1,90747.31,101331.56,69,5,16,19,4268.05
TXN002091,1,0,1,1,0,0,54773.56,63533.9,33,13,10,38,2182.15
TXN002092,5,1,0,0,1,1,68253.37,40706.71,24,7,0,44,3911.79
TXN002093,0,0,1,0,0,0,9933.42,43555.58,30,6,21,25,1225.07
TXN002094,5,1,0,1,0,0,63352.23,122064.98,29,6,1,4,4219.71
TXN002095,1,0,0,0,0,2,87968.36,19254.43,44,8,9,3,3454.84
TXN002096,2,0,1,1,2,1,18239.18,88935.38,50,8,6,21,3357.98
TXN002097,1,0,0,0,2,2,73903.73,52957.68,48,12,21,5,3653.72
TXN002098,1,0,0,1,2,2,3027.38,47134.69,28,8,10,36,4294.59
TXN002099,5,1,0,0,1,0,92657.2,80803.27,34,0,21,30,5065.36
TXN002100,6,1,0,1,2,0,98300.25,135700.61,55,11,23,4,4876.43
TXN002101,4,0,0,0,2,1,35740.92,96532.87,19,10,18,6,4645.07
TXN002102,3,0,0,1,1,1,11153.85,120405.49,20,10,9,4,3971.64
TXN002103,3,0,1,1,1,0,66028.35,94095.73,51,5,1,3,3063.65
TXN002104,2,0,1,0,1,1,3468.53,107680.21,67,14,13,26,2045.2
TXN002105,2,0,1,1,1,0,48507.38,70537.07,49,4,20,8,2368.96
TXN002106,3,0,0,1,2,0,27542.03,139637.43,41,7,21,36,3552.6
TXN002107,4,0,0,0,2,0,47597.24,80271.46,41,10,6,1,3403.82
TXN002108,3,0,0,0,1,1,2318.41,87248.45,30,9,12,48,3732.89
TXN002109,6,1,1,0,2,2,5635.41,83495.17,39,12,1,18,2686.5
TXN002110,4,0,0,0,0,1,2089.59,54266.46,36,7,5,38,2187.61
TXN002111,2,0,1,0,2,2,62103.62,42373.38,47,7,0,16,4228.46
TXN002112,0,0,0,0,0,1,56229.25,20336.89,56,4,21,16,2266.26
TXN002113,5,1,0,1,1,2,23699.22,110544.5,38,9,10,47,6337.17
TXN002114,6,1,0,1,1,2,64840.99,50498.54,65,10,6,39,5668.74
TXN002115,6,1,1,1,2,1,88478.62,64487.71,40,9,4,49,5944.81
TXN002116,2,0,0,0,1,1,28093.55,138789.94,33,0,17,23,4326.91
TXN002117,2,0,1,0,2,2,83283.38,89302.63,59,12,19,12,4520.54
TXN002118,1,0,0,1,2,0,66419.66,23590.93,24,3,11,27,4270.34
TXN002119,6,1,0,1,2,2,3865.13,121945.67,37,6,20,45,5995.34
TXN002120,1,0,1,0,2,2,37827.41,45858.28,65,1,17,49,4551.25
TXN002121,1,0,0,1,0,0,51021.84,87378.82,59,6,8,44,3110.51
TXN002122,5,1,0,0,0,2,73304.07,81397.41,31,4,1,41,4376.24
TXN002123,1,0,0,0,1,0,29069.49,43331.04,43,5,17,13,2111.7
TXN002124,4,0,0,1,0,0,98281.65,26207.94,39,5,1,22,2745.56
TXN002125,3,0,1,0,1,1,68611.7,39576.62,58,14,1,22,1634.65
TXN002126,0,0,1,0,1,2,37594.96,23627.29,53,4,20,9,2732.17
TXN002127,2,0,0,0,2,2,10153.99,48587.92,43,9,13,37,4134.71
TXN002128,4,0,0,0,2,0,18546.09,149621.65,29,6,6,48,3452.69
TXN002129,0,0,1,1,2,2,49016.97,66292.92,66,3,0,16,4028.3
TXN002130,6,1,0,0,2,0,49722.19,130944.37,48,12,8,26,4626.6
TXN002131,6,1,1,0,2,2,76888.02,86884.88,57,0,21,10,5625.35
TXN002132,6,1,0,1,2,2,72754.57,103321.63,21,8,11,18,6662.43
TXN002133,4,0,1,0,0,0,20526.67,31888.72,57,6,0,44,922.96
TXN002134,4,0,1,0,1,0,59698.18,48472.82,44,8,0,43,1956.91
TXN002135,2,0,1,1,1,2,2551.87,81462.08,26,11,8,43,3801.79
TXN002136,3,0,1,1,2,2,40155.47,133360.08,29,10,15,26,5372.16
TXN002137,1,0,0,0,0,0,76528.47,16004.33,46,8,16,35,2529.94
TXN002138,6,1,0,0,2,1,40251.11,80968.79,45,6,0,15,4388.9
TXN002139,5,1,1,1,0,1,83641.83,17141.71,33,14,4,22,3545.06
TXN002140,3,0,1,0,0,2,97627.45,73955.17,25,1,15,32,4637.84
TXN002141,5,1,1,0,1,2,60917.65,98041.54,64,10,4,21,4667.76
TXN002142,2,0,1,0,1,2,14927.91,114261.25,66,1,6,13,3615.17
TXN002143,2,0,0,1,0,0,38277.88,29394.48,30,3,19,12,2837.42
TXN002144,2,0,1,0,1,2,1443.59,33320.54,31,8,16,21,2283.83
TXN002145,0,0,1,1,0,2,60471.23,75809.09,32,12,5,6,3576.76
TXN002146,5,1,1,1,0,2,82246.07,149725.1,26,6,2,37,5679.43
TXN002147,3,0,1,1,0,1,63179.04,59846.56,61,8,6,0,3245.31
TXN002148,3,0,1,1,1,2,78715.58,69853.84,49,3,13,32,6047.99
TXN002149,4,0,1,0,2,2,80090.44,70542.54,39,8,16,21,4812.04
TXN002150,4,0,1,1,1,0,85175.75,21298.11,68,6,13,22,3193.86
TXN002151,6,1,0,0,2,1,27033.05,118384.1,42,7,19,14,4315.63
TXN002152,4,0,1,1,1,0,87191.22,45434.21,58,0,11,43,4057.86
TXN002153,2,0,1,1,1,2,65582.35,108513.39,43,8,8,14,5364.21
TXN002154,3,0,1,0,2,2,29327.69,76512.58,62,11,5,30,3305.02
TXN002155,5,1,0,1,0,2,98735.82,95649.16,46,7,1,27,6066.27
TXN002156,2,0,0,1,2,2,95043.15,17556.03,35,0,5,2,5995.33
TXN002157,0,0,0,0,0,2,57656.88,134595.2,53,13,8,41,4459.31
TXN002158,4,0,1,1,0,0,84399.23,44139.95,37,12,10,24,2662.42
TXN002159,2,0,1,1,1,2,26518.7,103813.35,50,7,0,32,4242.63
TXN002160,2,0,1,1,1,2,41895.68,121722.68,37,14,11,32,5330.32
TXN002161,0,0,0,0,1,1,18805.19,85605.42,20,14,4,22,1832.02
TXN002162,1,0,1,1,1,1,52250.21,57226.76,60,4,12,27,3930.4
TXN002163,3,0,0,0,1,2,49852.14,146906.47,51,2,23,15,4703.99
TXN002164,5,1,0,0,2,2,21674.92,48981.56,23,7,14,36,4887.03
TXN002165,6,1,0,0,2,2,67443.77,142812.73,48,10,12,4,6400.01
TXN002166,1,0,0,1,2,2,12220.13,31871.38,52,10,22,42,4111.36
TXN002167,4,0,0,1,2,2,6638.3,64491.1,49,2,1,10,3333.07
TXN002168,2,0,1,1,1,2,38798.04,29389.38,59,7,23,11,2304.98
TXN002169,0,0,1,1,2,0,41277.57,10313.67,26,4,8,20,3931.66
TXN002170,0,0,0,0,2,0,32314.19,46436.2,63,7,23,17,1889.8
TXN002171,3,0,1,0,0,0,26165.69,22209.46,65,2,21,13,896.19
TXN002172,1,0,1,1,1,1,34208.25,148088.37,44,9,7,32,3772.66
TXN002173,6,1,0,1,2,2,16755.87,116631.46,41,5,3,20,5804.16
TXN002174,3,0,0,0,2,1,40643.52,10518.67,67,11,14,25,3345.61
TXN002175,2,0,1,1,2,1,90508.04,41310.52,39,5,21,24,4966.84
TXN002176,3,0,1,1,1,1,22830.47,103817.39,47,3,4,39,3931.88
TXN002177,5,1,1,1,2,0,68602.88,65797.3,53,4,9,24,4267.03
TXN002178,0,0,1,1,0,2,14607.56,126457.96,43,11,8,34,4003.81
TXN002179,0,0,0,1,1,2,35713.71,80680.51,67,11,3,49,4059.91
TXN002180,4,0,1,1,0,1,32456.89,101511.2,19,6,0,19,2721.05
TXN002181,4,0,0,0,1,0,93734.42,93585.24,59,0,10,1,4467.54
TXN002182,6,1,0,0,2,1,43084.21,99343.65,61,7,10,40,4725.98
TXN002183,2,0,1,0,1,1,69201.36,42213.84,24,10,8,11,3420.47
TXN002184,5,1,1,0,1,2,60445.05,62260.52,44,14,22,31,4468.26
TXN002185,1,0,1,1,1,0,14532.49,17088.1,33,2,4,42,2433.22
TXN002186,3,0,0,1,0,2,93984.27,92269.11,66,6,22,32,4812.78
TXN002187,6,1,0,0,1,1,34913.99,74296.18,63,14,18,47,3252.38
TXN002188,2,0,0,0,2,2,4953.46,116500.26,46,8,20,30,4197.15
TXN002189,4,0,0,0,1,1,30394.15,38893.55,38,12,2,32,2004.01
TXN002190,3,0,1,0,1,0,33895.56,71153.7,43,1,7,19,3591.04
TXN002191,4,0,0,0,2,2,9728.16,35304.36,35,12,15,40,2926.56
TXN002192,3,0,0,1,2,2,62187.75,95957.09,18,9,16,36,6031.42
TXN002193,1,0,1,1,0,2,35003.04,128724.24,19,9,3,36,4341.33
TXN002194,2,0,0,0,2,2,63098.89,117162.05,31,6,22,39,5495.01
TXN002195,3,0,0,0,2,2,1170.69,142187.72,55,0,14,13,4680.99
TXN002196,5,1,1,1,2,0,98213.82,146041.61,32,4,12,35,7227.6
TXN002197,6,1,0,1,1,0,17466.38,118084.74,53,10,8,11,3896.92
TXN002198,0,0,0,1,0,2,66103.43,50152.85,41,6,9,25,4934.51
TXN002199,5,1,0,0,2,1,71720.54,40696.59,42,13,1,33,3839.21
TXN002200,5,1,0,1,2,1,17575.03,72656.86,26,4,5,5,4741.97
TXN002201,6,1,1,0,2,2,11615.37,149143.72,32,4,22,45,5629.04
TXN002202,0,0,0,0,1,2,15681.43,67773.52,54,5,19,12,2886.16
TXN002203,5,1,1,1,1,0,25058.42,37869.58,23,9,4,21,3186.09
TXN002204,3,0,0,1,0,0,17239.1,142208,60,9,16,34,2766.48
TXN002205,3,0,1,1,0,2,67562.94,64028.52,62,10,3,18,3972.38
TXN002206,3,0,1,0,1,2,42372.9,106725.84,29,13,7,36,3748.67
TXN002207,0,0,1,1,2,1,54010.26,120341.42,44,13,21,22,4844.29
TXN002208,5,1,0,1,2,0,5210.01,128041.83,24,10,22,49,4398.82
TXN002209,0,0,0,0,0,2,86194.27,124979.25,45,5,0,31,4821.85
TXN002210,3,0,0,1,2,0,17471.87,127074.56,69,9,22,43,2963.15
TXN002211,6,1,1,1,1,2,36335.16,103471.48,29,12,21,10,4807.75
TXN002212,5,1,0,0,0,2,7654.21,66536.35,59,1,3,3,3253.75
TXN002213,5,1,0,0,1,2,14110.92,103420.16,52,11,17,11,3485.28
TXN002214,4,0,0,0,1,2,66747.04,127142.81,19,11,12,38,5238.11
TXN002215,4,0,0,0,2,1,69412.41,59089.95,43,9,17,29,4659.27
TXN002216,1,0,1,0,1,2,67858.07,51511.12,37,10,22,9,3366.62
TXN002217,2,0,1,1,1,1,55437.61,58119.01,42,9,2,23,3162.28
TXN002218,4,0,0,1,2,1,95275.91,87179.68,38,12,17,22,5209.35
TXN002219,0,0,0,0,1,2,50964.13,17342.14,18,11,9,0,4384.34
TXN002220,4,0,0,1,2,0,45216.5,119055.91,45,8,18,47,4638.26
TXN002221,1,0,1,1,1,0,25130.78,29439.27,55,2,1,3,1176.01
TXN002222,5,1,0,0,2,2,10335.53,28597.41,30,0,13,27,4940.43
TXN002223,1,0,1,0,2,2,55041.42,37672.28,47,10,18,43,3897.22
TXN002224,5,1,1,0,0,2,31831.57,90769.84,27,0,4,44,4505.85
TXN002225,6,1,0,1,1,0,52640.53,49979.57,62,8,15,2,3693.35
TXN002226,6,1,0,0,1,0,21008.85,61532.65,39,5,9,47,3240.95
TXN002227,5,1,0,1,0,2,83898.18,140430.88,46,6,4,1,5927.17
TXN002228,2,0,1,1,2,0,99969.87,128608.31,22,1,13,40,6241.89
TXN002229,4,0,1,1,2,1,32579.15,129306.67,25,10,6,5,3648.36
TXN002230,0,0,0,1,0,0,84311.6,90869.86,28,13,9,41,2879.5
TXN002231,0,0,1,0,0,0,87362.12,131305.26,43,11,10,16,3587.42
TXN002232,3,0,0,1,2,2,99609.34,118999.22,36,0,18,36,7837.07
TXN002233,5,1,0,0,2,1,34600.65,143453.15,36,1,10,43,6244.1
TXN002234,0,0,1,1,0,2,75726.12,19011.58,47,12,2,22,3316.51
TXN002235,2,0,1,0,1,0,23266.5,14021.8,53,2,6,39,1749.85
TXN002236,5,1,1,0,2,1,62667.2,34504.19,59,2,13,20,5949.77
TXN002237,2,0,1,0,0,2,70631.84,140071.87,26,7,5,43,4855.54
TXN002238,0,0,0,1,1,0,74241.51,94779.11,24,3,21,30,5490.86
TXN002239,0,0,0,1,1,1,21113.63,69655.75,35,0,19,11,4758.95
TXN002240,3,0,0,1,1,2,84948.19,81779.55,26,1,12,28,6641.42
TXN002241,0,0,1,0,1,1,42386.7,126144.64,23,8,13,41,3960.18
TXN002242,5,1,0,1,0,0,22028.77,140075.4,23,1,19,12,4312.73
TXN002243,6,1,1,1,2,2,54481.84,112157.84,62,11,14,25,5780.88
TXN002244,5,1,1,1,1,0,86404.03,116378.7,39,8,17,32,5341.27
TXN002245,5,1,1,0,1,1,96725.25,54852.93,34,4,10,33,5602.55
TXN002246,3,0,0,1,0,0,74946.68,75384.93,32,3,21,19,3088.11
TXN002247,3,0,1,1,1,1,1059.48,133929.43,26,3,9,46,5321.27
TXN002248,0,0,1,0,0,2,13902.73,120030.78,23,2,10,9,3445.97
TXN002249,1,0,1,0,0,0,8089.26,105797.93,40,1,18,0,685.24
TXN002250,1,0,1,0,2,2,10570.77,19134.56,34,7,21,28,2945.04
TXN002251,3,0,1,0,1,2,38611.98,15531.01,49,5,14,21,2868.17
TXN002252,0,0,1,0,2,2,34180.08,28257.53,49,8,2,49,3404.81
TXN002253,1,0,1,0,0,2,11811.66,91394.75,54,1,2,0,2658.55
TXN002254,0,0,1,1,1,0,88282.42,85094.16,20,11,0,43,3724.7
TXN002255,0,0,1,1,0,0,61735.04,141976.72,33,0,14,7,4576.81
TXN002256,0,0,1,0,0,2,79748.1,107266.35,19,7,12,8,4194.64
TXN002257,4,0,1,1,0,2,37469.16,51156.17,69,7,14,22,3265.61
TXN002258,5,1,1,0,1,1,41318.48,32609.48,20,4,20,19,3973.88
TXN002259,0,0,0,1,0,2,32103.31,128934.65,58,1,17,33,4713.45
TXN002260,4,0,0,0,0,1,44123.45,74347.37,68,9,17,15,1699.98
TXN002261,3,0,1,0,1,1,61232.54,101485.73,31,4,8,21,4387.27
TXN002262,1,0,1,1,2,2,49551.91,89120.1,31,7,17,45,5311.14
TXN002263,5,1,1,1,0,0,83872.74,25043.89,47,13,10,22,2965.17
TXN002264,6,1,0,1,2,1,90063.85,17988.17,66,13,17,0,4804.19
TXN002265,1,0,0,1,2,0,47233.54,62782.55,57,3,5,13,3749.15
TXN002266,5,1,0,1,2,2,24354.92,60617.04,66,13,16,48,5492.16
TXN002267,6,1,1,1,2,2,94546.65,104331.74,44,1,23,22,6529.63
TXN002268,1,0,1,1,2,2,73636.34,98508.06,34,2,16,37,7352.67
TXN002269,5,1,1,1,2,2,64192.65,145651.73,56,2,8,39,6764.71
TXN002270,1,0,1,0,1,1,74668.67,130133.93,26,8,19,49,4384.61
TXN002271,1,0,0,1,1,1,8060.19,79521.55,53,12,2,7,1989.01
TXN002272,6,1,1,1,2,0,7228.82,80003.55,27,11,22,31,3226.83
TXN002273,1,0,0,0,1,0,15735.5,104378.09,46,2,23,39,2531
TXN002274,1,0,0,0,1,1,15171.37,25972.68,21,0,11,1,3124.7
TXN002275,6,1,1,0,2,2,42356.71,149984.68,38,6,20,47,6141.51
TXN002276,3,0,0,0,2,0,16161.71,82633.13,54,0,2,12,3252.12
TXN002277,0,0,0,1,0,1,85525.3,137386.68,19,5,3,26,5212.03
TXN002278,2,0,0,1,1,0,58020.64,145429.89,32,9,9,45,5135.06
TXN002279,4,0,0,0,2,1,37142.06,91429.98,45,3,21,6,3121.98
TXN002280,2,0,1,0,1,2,7427.44,24468.81,42,6,4,2,1419.5
TXN002281,2,0,1,1,1,1,59307.27,90268.41,43,6,19,20,4184.64
TXN002282,5,1,0,1,1,0,12095.02,93669.94,26,14,2,7,2899.4
TXN002283,0,0,1,1,0,1,74450.41,120487.04,47,6,21,0,3625.34
TXN002284,5,1,0,1,2,0,80374.43,16752.1,26,13,6,16,4350.95
TXN002285,0,0,1,0,1,0,54625.64,75284.15,18,5,1,25,3040.49
TXN002286,6,1,1,1,2,0,15385.48,139187.84,29,6,5,28,4832.73
TXN002287,6,1,1,0,1,2,78792.84,148781.87,62,7,18,7,5541.69
TXN002288,0,0,1,0,2,2,31128.87,36793.58,69,2,9,37,4144.66
TXN002289,1,0,1,0,2,1,22653.99,131883.86,30,4,7,42,4650.47
TXN002290,3,0,0,1,2,1,47320.39,30475.08,31,13,15,7,3234.34
TXN002291,1,0,1,0,1,0,92303.3,127764.42,27,9,1,7,2976.72
TXN002292,3,0,0,1,0,2,30088.64,48818.88,34,10,15,24,4014.3
TXN002293,5,1,0,0,2,1,90605.06,144347.54,34,8,20,41,5673.71
TXN002294,3,0,1,1,0,1,5838.5,107369.55,48,7,13,41,2619.33
TXN002295,5,1,0,0,2,2,8810.61,65875.48,63,5,23,44,3854.62
TXN002296,6,1,1,0,0,0,70006.82,49336.27,66,12,12,26,2900.63
TXN002297,2,0,0,1,2,1,19463.97,42933.25,68,8,22,21,2574.68
TXN002298,6,1,0,1,0,0,32003.76,105310.93,43,13,8,2,3379.94
TXN002299,6,1,1,0,2,2,14069.11,135410.74,52,9,8,48,5054.16
TXN002300,2,0,1,0,2,2,33558.7,115691.88,53,12,7,46,4984.58
TXN002301,3,0,1,1,0,1,28405.77,126870.82,28,4,6,37,3978.15
TXN002302,3,0,1,0,2,1,73765.6,119393.73,33,1,15,48,6021.03
TXN002303,5,1,0,1,1,2,70351.33,147080.67,46,14,5,23,6266.98
TXN002304,1,0,1,1,2,0,95515.25,116092.69,62,8,10,32,4730.9
TXN002305,5,1,0,0,2,0,72579.96,39431.99,35,13,18,34,3910.9
TXN002306,1,0,0,1,1,2,69634.37,120823.79,28,4,7,39,6269.28
TXN002307,6,1,0,0,1,1,69573.29,55089.71,28,7,18,28,4517.62
TXN002308,2,0,0,1,1,2,88355.26,149411.98,26,7,14,7,6846.39
TXN002309,6,1,0,1,0,1,29975.55,62734.17,42,3,10,10,5251.1
TXN002310,0,0,0,0,1,0,30359.16,50991.13,49,3,8,15,2503.44
TXN002311,3,0,1,1,0,1,74250.77,43490.24,51,13,15,32,3431.56
TXN002312,1,0,0,0,1,0,23256.16,102192.05,20,0,12,10,3598.57
TXN002313,5,1,0,1,0,2,91245.99,25290.95,31,4,9,28,4938.81
TXN002314,2,0,0,1,1,1,53710.78,143498.38,65,14,9,48,4670.83
TXN002315,1,0,1,1,1,0,30362.43,51203.78,57,8,19,44,2580.9
TXN002316,5,1,1,1,2,1,77721.94,51356.09,42,11,8,23,4718.57
TXN002317,3,0,0,0,1,0,31575.9,16449.25,33,4,1,1,835.61
TXN002318,6,1,1,1,2,0,96346.19,44442.45,53,4,0,4,4612.21
TXN002319,3,0,0,1,1,2,98307.43,68657.11,26,13,7,23,6115.83
TXN002320,4,0,1,1,1,2,66846.23,61744.89,21,5,15,43,5281.64
TXN002321,0,0,0,0,2,1,11806.57,48222.79,62,5,21,46,2820.69
TXN002322,4,0,1,0,2,0,26689.28,15704.14,19,7,10,6,3104.15
TXN002323,2,0,1,0,0,2,51783.99,52081.39,42,13,8,30,3274.89
TXN002324,1,0,1,0,2,1,85219.02,118966.33,67,0,18,29,4748.34
TXN002325,2,0,0,1,0,2,18896.21,71430.92,39,14,17,5,2722.03
TXN002326,6,1,0,1,1,1,10888.14,50708.55,22,4,6,4,5016.56
TXN002327,5,1,0,1,2,2,7910.51,52670.9,66,8,20,14,4239.71
TXN002328,3,0,1,0,2,2,50943.27,87621.26,38,14,9,26,3996.78
TXN002329,4,0,1,0,1,0,88527.75,52320.97,27,2,5,34,3927.02
TXN002330,4,0,0,1,1,0,4714.74,98311.62,40,14,20,8,1812
TXN002331,6,1,1,1,1,2,21625.99,148523.63,44,10,3,22,5170.13
TXN002332,4,0,0,1,1,0,69479.07,15764.7,47,6,0,16,2752.38
TXN002333,6,1,0,0,2,2,82673.41,33623.15,21,6,3,22,5756.64
TXN002334,2,0,0,1,1,1,80836.25,35075.06,23,11,2,45,4591.21
TXN002335,3,0,0,1,1,2,78614.27,72589.84,43,11,2,38,4358.07
TXN002336,1,0,1,0,2,2,13415.08,15798.62,27,9,13,46,3538.29
TXN002337,5,1,1,0,0,1,40025.14,76853.02,66,2,4,28,3176.94
TXN002338,1,0,1,1,2,1,98482.09,140049.47,22,14,0,38,5846.93
TXN002339,2,0,0,0,0,0,98894.31,11618.97,56,6,10,44,2904.29
TXN002340,5,1,1,1,1,1,60441.53,61091.44,54,2,5,45,5893.78
TXN002341,4,0,0,1,2,0,71072.09,116525.13,57,14,1,10,3322.99
TXN002342,0,0,0,1,1,2,95152.74,31629.23,18,5,12,49,6173
TXN002343,2,0,0,1,2,1,45267.82,20858.26,51,7,0,12,3679.18
TXN002344,2,0,0,0,0,2,14118.25,98309,65,7,7,11,2558.23
TXN002345,3,0,0,0,2,0,67060.41,11393.13,25,5,9,1,3873.78
TXN002346,1,0,0,0,1,1,96030.18,122247.87,38,1,14,41,5783.53
TXN002347,2,0,1,1,2,0,69872.01,19359.39,48,0,2,10,3675.66
TXN002348,2,0,1,1,1,0,80430.45,83409.6,64,2,5,47,4386.11
TXN002349,4,0,1,1,2,1,42563.51,113617.88,40,13,1,48,3892.03
TXN002350,4,0,1,0,0,1,10098.08,43881.54,28,2,20,13,1586.86
TXN002351,5,1,0,0,2,0,17303.77,24495.62,33,6,22,21,2828.72
TXN002352,6,1,0,1,2,1,98274.16,34587.19,44,3,19,20,5381.83
TXN002353,6,1,1,0,2,0,49571.84,129655.7,24,1,2,44,4383.72
TXN002354,0,0,1,0,2,2,1696.05,108809.24,66,1,8,48,4325.97
TXN002355,6,1,1,0,0,2,95559.04,37733.73,41,11,19,36,5132.46
TXN002356,3,0,1,0,1,1,50029.1,110256.91,49,6,4,35,4169.98
TXN002357,0,0,1,1,2,1,83708.71,109206.54,52,7,5,24,5573.03
TXN002358,5,1,1,0,2,2,55071.59,149681.51,48,10,9,42,5477.62
TXN002359,4,0,1,1,2,0,10619.38,64817.84,64,4,20,48,2980.87
TXN002360,6,1,1,0,0,0,61749.17,131079.49,46,1,8,2,3601.54
TXN002361,1,0,0,1,1,0,99741.33,72501.98,21,2,0,1,4212.96
TXN002362,4,0,0,1,1,1,3956.41,135686.43,52,0,15,26,4812.79
TXN002363,3,0,0,0,2,0,84258.52,22824.07,28,14,5,32,3351.56
TXN002364,4,0,0,1,2,1,23930.34,34543.77,51,9,15,17,4032.32
TXN002365,3,0,1,1,1,1,39689.69,128993.61,56,3,19,47,3945.04
